No,Latitude,Longitude,Altitude
66,33.936996,-84.440665,0.0
67,33.937203,-84.441299,0.0
68,33.937840,-84.442545,0.0
69,33.937823,-84.442610,0.0
70,33.937267,-84.441452,0.0
71,33.937526,-84.441272,0.0
72,33.937611,-84.441067,0.0
73,33.937851,-84.440944,0.0
74,33.937827,-84.440797,0.0
75,33.937974,-84.440423,0.0
76,33.938338,-84.440263,0.0
77,33.938513,-84.440109,0.0
78,33.938559,-84.439964,0.0
79,33.938883,-84.439847,0.0
80,33.938821,-84.440229,0.0
81,33.938937,-84.440273,0.0
82,33.939054,-84.440484,0.0
83,33.939101,-84.440700,0.0
84,33.939252,-84.440516,0.0
85,33.939266,-84.440350,0.0
86,33.939374,-84.440217,0.0
87,33.939480,-84.440143,0.0
88,33.939611,-84.439920,0.0
89,33.939659,-84.439826,0.0
90,33.939752,-84.439780,0.0
91,33.939736,-84.439649,0.0
92,33.939840,-84.439540,0.0
93,33.939899,-84.439318,0.0
94,33.939789,-84.439266,0.0
95,33.939852,-84.439169,0.0
96,33.939906,-84.439033,0.0
97,33.940034,-84.438761,0.0
98,33.940125,-84.438556,0.0
99,33.940362,-84.438156,0.0
100,33.940435,-84.437817,0.0
101,33.940198,-84.437733,0.0
102,33.939971,-84.437619,0.0
103,33.939828,-84.437414,0.0
104,33.939509,-84.437252,0.0
105,33.939273,-84.437206,0.0
106,33.939071,-84.437480,0.0
107,33.939038,-84.437717,0.0
108,33.938902,-84.437968,0.0
109,33.938757,-84.437705,0.0
110,33.938638,-84.437394,0.0
111,33.938414,-84.437394,0.0
112,33.938120,-84.437635,0.0
113,33.937949,-84.437618,0.0
114,33.938148,-84.437048,0.0
115,33.938213,-84.436712,0.0
116,33.938178,-84.436459,0.0
117,33.937880,-84.436099,0.0
118,33.937711,-84.436106,0.0
119,33.937506,-84.436182,0.0
120,33.937393,-84.436569,0.0
121,33.937283,-84.437134,0.0
122,33.937203,-84.437108,0.0
123,33.937145,-84.437148,0.0
124,33.937112,-84.437072,0.0
125,33.937025,-84.437071,0.0
126,33.936989,-84.436996,0.0
127,33.936923,-84.437086,0.0
128,33.936795,-84.437090,0.0
129,33.936614,-84.436946,0.0
130,33.936697,-84.436821,0.0
131,33.936721,-84.436605,0.0
132,33.936859,-84.436557,0.0
133,33.936745,-84.436383,0.0
134,33.936360,-84.436620,0.0
135,33.935907,-84.436781,0.0
136,33.935757,-84.436644,0.0
137,33.935749,-84.436531,0.0
138,33.935615,-84.436473,0.0
139,33.935465,-84.436590,0.0
140,33.935421,-84.436875,0.0
141,33.935188,-84.436897,0.0
142,33.935042,-84.437106,0.0
143,33.934972,-84.437491,0.0
144,33.934628,-84.437639,0.0
145,33.934594,-84.438049,0.0
146,33.934439,-84.438250,0.0
147,33.934552,-84.438509,0.0
148,33.934686,-84.438721,0.0
149,33.934733,-84.439012,0.0
150,33.934794,-84.439267,0.0
151,33.934996,-84.439627,0.0
152,33.935139,-84.439673,0.0
153,33.935430,-84.439610,0.0
154,33.935684,-84.439210,0.0
155,33.935998,-84.438902,0.0
156,33.936192,-84.438875,0.0
157,33.936298,-84.438923,0.0
158,33.936268,-84.439096,0.0
159,33.936321,-84.439575,0.0
160,33.936193,-84.439830,0.0
161,33.936255,-84.440019,0.0
162,33.936238,-84.440197,0.0
163,33.936375,-84.440368,0.0
164,33.936662,-84.440339,0.0
165,33.936996,-84.440665,0.0
166,33.937203,-84.441299,0.0
167,33.937840,-84.442545,0.0
168,33.937823,-84.442610,0.0
169,33.937267,-84.441452,0.0
170,33.937526,-84.441272,0.0
171,33.937611,-84.441067,0.0
172,33.937851,-84.440944,0.0
173,33.937827,-84.440797,0.0
174,33.937974,-84.440423,0.0
175,33.938338,-84.440263,0.0
176,33.938513,-84.440109,0.0
177,33.938559,-84.439964,0.0
178,33.938883,-84.439847,0.0
179,33.938821,-84.440229,0.0
180,33.938937,-84.440273,0.0
181,33.939054,-84.440484,0.0
182,33.939101,-84.440700,0.0
183,33.939252,-84.440516,0.0
184,33.939266,-84.440350,0.0
185,33.939374,-84.440217,0.0
186,33.939480,-84.440143,0.0
187,33.939611,-84.439920,0.0
188,33.939659,-84.439826,0.0
189,33.939752,-84.439780,0.0
190,33.939736,-84.439649,0.0
191,33.939840,-84.439540,0.0
192,33.939899,-84.439318,0.0
193,33.939789,-84.439266,0.0
194,33.939852,-84.439169,0.0
195,33.939906,-84.439033,0.0
196,33.940034,-84.438761,0.0
197,33.940125,-84.438556,0.0
198,33.940362,-84.438156,0.0
199,33.940435,-84.437817,0.0
200,33.940198,-84.437733,0.0
201,33.939971,-84.437619,0.0
202,33.939828,-84.437414,0.0
203,33.939509,-84.437252,0.0
204,33.939273,-84.437206,0.0
205,33.939071,-84.437480,0.0
206,33.939038,-84.437717,0.0
207,33.938902,-84.437968,0.0
208,33.938757,-84.437705,0.0
209,33.938638,-84.437394,0.0
210,33.938414,-84.437394,0.0
211,33.938120,-84.437635,0.0
212,33.937949,-84.437618,0.0
213,33.938148,-84.437048,0.0
214,33.938213,-84.436712,0.0
215,33.938178,-84.436459,0.0
216,33.937880,-84.436099,0.0
217,33.937711,-84.436106,0.0
218,33.937506,-84.436182,0.0
219,33.937393,-84.436569,0.0
220,33.937283,-84.437134,0.0
221,33.937203,-84.437108,0.0
222,33.937145,-84.437148,0.0
223,33.937112,-84.437072,0.0
224,33.937025,-84.437071,0.0
225,33.936989,-84.436996,0.0
226,33.936923,-84.437086,0.0
227,33.936795,-84.437090,0.0
228,33.936614,-84.436946,0.0
229,33.936697,-84.436821,0.0
230,33.936721,-84.436605,0.0
231,33.936859,-84.436557,0.0
232,33.936745,-84.436383,0.0
233,33.936360,-84.436620,0.0
234,33.935907,-84.436781,0.0
235,33.935757,-84.436644,0.0
236,33.935749,-84.436531,0.0
237,33.935615,-84.436473,0.0
238,33.935465,-84.436590,0.0
239,33.935421,-84.436875,0.0
240,33.935188,-84.436897,0.0
241,33.935042,-84.437106,0.0
242,33.934972,-84.437491,0.0
243,33.934628,-84.437639,0.0
244,33.934594,-84.438049,0.0
245,33.934439,-84.438250,0.0
246,33.934552,-84.438509,0.0
247,33.934686,-84.438721,0.0
248,33.934733,-84.439012,0.0
249,33.934794,-84.439267,0.0
250,33.934996,-84.439627,0.0
251,33.934973,-84.439774,0.0
252,33.935042,-84.439958,0.0
253,33.934962,-84.440019,0.0
254,33.935038,-84.440185,0.0
255,33.934985,-84.440387,0.0
256,33.934806,-84.440640,0.0
257,33.934835,-84.440762,0.0
258,33.934763,-84.440843,0.0
259,33.934674,-84.441202,0.0
260,33.934566,-84.441176,0.0
261,33.934479,-84.441388,0.0
262,33.934607,-84.441626,0.0
263,33.934714,-84.441869,0.0
264,33.934575,-84.442035,0.0
265,33.934347,-84.442074,0.0
266,33.934259,-84.442194,0.0
267,33.933803,-84.442549,0.0
268,33.933655,-84.442754,0.0
269,33.933588,-84.442836,0.0
270,33.934814,-84.443524,0.0
271,33.935196,-84.443486,0.0
272,33.935301,-84.443504,0.0
273,33.935560,-84.443549,0.0
274,33.935475,-84.443679,0.0
275,33.935886,-84.444652,0.0
276,33.936001,-84.444744,0.0
277,33.936014,-84.444943,0.0
278,33.936419,-84.445114,0.0
279,33.936424,-84.445019,0.0
280,33.936636,-84.445027,0.0
281,33.936678,-84.444728,0.0
282,33.936618,-84.444488,0.0
283,33.936673,-84.444249,0.0
284,33.936845,-84.444189,0.0
285,33.936826,-84.443939,0.0
286,33.937043,-84.443594,0.0
287,33.937049,-84.443218,0.0
288,33.936779,-84.442978,0.0
289,33.936564,-84.442658,0.0
290,33.936390,-84.442125,0.0
291,33.936592,-84.441818,0.0
292,33.936764,-84.441597,0.0
293,33.936833,-84.441400,0.0
294,33.937022,-84.441215,0.0
295,33.937216,-84.441233,0.0
296,33.937420,-84.441699,0.0
297,33.937676,-84.442196,0.0
298,33.937851,-84.442527,0.0
299,33.937817,-84.442898,0.0
300,33.937292,-84.441443,0.0
301,33.937179,-84.441182,0.0
302,33.937065,-84.440791,0.0
303,33.936909,-84.440546,0.0
304,33.936651,-84.440328,0.0
305,33.936370,-84.440355,0.0
306,33.936238,-84.440248,0.0
307,33.936209,-84.439811,0.0
308,33.936284,-84.439504,0.0
309,33.936293,-84.439161,0.0
310,33.936309,-84.438900,0.0
311,33.936007,-84.438911,0.0
312,33.935558,-84.439475,0.0
313,33.935025,-84.439613,0.0
314,33.934804,-84.439327,0.0
315,33.934738,-84.438949,0.0
316,33.934523,-84.438437,0.0
317,33.934488,-84.438283,0.0
318,33.934632,-84.438044,0.0
319,33.934665,-84.437635,0.0
320,33.934946,-84.437530,0.0
321,33.935102,-84.437040,0.0
322,33.935418,-84.436864,0.0
323,33.935537,-84.436525,0.0
324,33.935788,-84.436560,0.0
325,33.935928,-84.436808,0.0
326,33.936749,-84.436363,0.0
327,33.936968,-84.435851,0.0
328,33.936839,-84.435113,0.0
329,33.936174,-84.435158,0.0
330,33.936060,-84.434929,0.0
331,33.935257,-84.434467,0.0
332,33.934646,-84.434393,0.0
333,33.934446,-84.434603,0.0
334,33.934319,-84.434552,0.0
335,33.934217,-84.433961,0.0
336,33.933929,-84.433820,0.0
337,33.933655,-84.434014,0.0
338,33.933556,-84.434290,0.0
339,33.933285,-84.434500,0.0
340,33.933316,-84.434786,0.0
341,33.933224,-84.434984,0.0
342,33.932594,-84.435107,0.0
343,33.932406,-84.435034,0.0
344,33.932300,-84.435183,0.0
345,33.932300,-84.435448,0.0
346,33.932163,-84.435683,0.0
347,33.931703,-84.435741,0.0
348,33.931656,-84.436017,0.0
349,33.931253,-84.436037,0.0
350,33.930789,-84.436686,0.0
351,33.930423,-84.437460,0.0
352,33.930329,-84.437966,0.0
353,33.929958,-84.438182,0.0
354,33.929621,-84.438730,0.0
355,33.929575,-84.439174,0.0
356,33.929416,-84.439354,0.0
357,33.929397,-84.439522,0.0
358,33.929031,-84.439985,0.0
359,33.928865,-84.440472,0.0
360,33.928781,-84.440953,0.0
361,33.928757,-84.441298,0.0
362,33.928538,-84.441416,0.0
363,33.928501,-84.441653,0.0
364,33.928129,-84.442018,0.0
365,33.928255,-84.442199,0.0
366,33.928485,-84.441841,0.0
367,33.928484,-84.442167,0.0
368,33.928590,-84.442494,0.0
369,33.928280,-84.442563,0.0
370,33.928198,-84.442845,0.0
371,33.928262,-84.443163,0.0
372,33.928378,-84.442808,0.0
373,33.928642,-84.442705,0.0
374,33.928978,-84.443065,0.0
375,33.929183,-84.443198,0.0
376,33.929421,-84.443100,0.0
377,33.929460,-84.442572,0.0
378,33.929405,-84.442268,0.0
379,33.929301,-84.442066,0.0
380,33.929759,-84.441982,0.0
381,33.929934,-84.442354,0.0
382,33.930231,-84.442577,0.0
383,33.930716,-84.442641,0.0
384,33.931162,-84.442532,0.0
385,33.931708,-84.442706,0.0
386,33.931896,-84.442487,0.0
387,33.931906,-84.442229,0.0
388,33.932056,-84.441979,0.0
389,33.932257,-84.441615,0.0
390,33.932576,-84.441477,0.0
391,33.932776,-84.441413,0.0
392,33.932865,-84.441715,0.0
393,33.932874,-84.442204,0.0
394,33.933331,-84.442890,0.0
395,33.933650,-84.442831,0.0
396,33.933768,-84.442600,0.0
397,33.934404,-84.442058,0.0
398,33.934715,-84.441882,0.0
399,33.934486,-84.441409,0.0
400,33.934712,-84.441152,0.0
401,33.934837,-84.440659,0.0
402,33.935035,-84.440192,0.0
403,33.934954,-84.440020,0.0
404,33.935030,-84.439925,0.0
405,33.934976,-84.439748,0.0
406,33.935066,-84.439653,0.0
407,33.935479,-84.439495,0.0
408,33.935944,-84.438950,0.0
409,33.936241,-84.438887,0.0
410,33.936340,-84.439498,0.0
411,33.936209,-84.439756,0.0
412,33.936309,-84.440283,0.0
413,33.936809,-84.440407,0.0
414,33.937218,-84.441142,0.0
415,33.937869,-84.442856,0.0
416,33.937817,-84.442898,0.0
417,33.937292,-84.441443,0.0
418,33.937861,-84.440941,0.0
419,33.937818,-84.440800,0.0
420,33.937993,-84.440386,0.0
421,33.938471,-84.440130,0.0
422,33.938587,-84.439958,0.0
423,33.938894,-84.439789,0.0
424,33.939125,-84.439221,0.0
425,33.939217,-84.438599,0.0
426,33.939142,-84.438344,0.0
427,33.938875,-84.438453,0.0
428,33.938590,-84.438674,0.0
429,33.938162,-84.438835,0.0
430,33.938605,-84.437403,0.0
431,33.938402,-84.437371,0.0
432,33.938134,-84.437628,0.0
433,33.937972,-84.437592,0.0
434,33.938206,-84.436751,0.0
435,33.938145,-84.436442,0.0
436,33.937937,-84.436155,0.0
437,33.937691,-84.436060,0.0
438,33.937510,-84.436175,0.0
439,33.937323,-84.437063,0.0
440,33.937316,-84.437311,0.0
441,33.937089,-84.437467,0.0
442,33.936897,-84.437782,0.0
443,33.936705,-84.438631,0.0
444,33.936309,-84.438900,0.0
445,33.936007,-84.438911,0.0
446,33.935558,-84.439475,0.0
447,33.935025,-84.439613,0.0
448,33.934804,-84.439327,0.0
449,33.934738,-84.438949,0.0
450,33.934523,-84.438437,0.0
451,33.934488,-84.438283,0.0
452,33.934632,-84.438044,0.0
453,33.934665,-84.437635,0.0
454,33.934946,-84.437530,0.0
455,33.935102,-84.437040,0.0
456,33.935418,-84.436864,0.0
457,33.935537,-84.436525,0.0
458,33.935788,-84.436560,0.0
459,33.935928,-84.436808,0.0
460,33.936749,-84.436363,0.0
461,33.936968,-84.435851,0.0
462,33.936839,-84.435113,0.0
463,33.936174,-84.435158,0.0
464,33.936060,-84.434929,0.0
465,33.935257,-84.434467,0.0
466,33.934646,-84.434393,0.0
467,33.934446,-84.434603,0.0
468,33.934319,-84.434552,0.0
469,33.934217,-84.433961,0.0
470,33.933929,-84.433820,0.0
471,33.933655,-84.434014,0.0
472,33.933556,-84.434290,0.0
473,33.933285,-84.434500,0.0
474,33.933316,-84.434786,0.0
475,33.933224,-84.434984,0.0
476,33.932594,-84.435107,0.0
477,33.932406,-84.435034,0.0
478,33.932300,-84.435183,0.0
479,33.932300,-84.435448,0.0
480,33.932163,-84.435683,0.0
481,33.931703,-84.435741,0.0
482,33.931656,-84.436017,0.0
483,33.931253,-84.436037,0.0
484,33.930789,-84.436686,0.0
485,33.930423,-84.437460,0.0
486,33.930329,-84.437966,0.0
487,33.929958,-84.438182,0.0
488,33.929621,-84.438730,0.0
489,33.929575,-84.439174,0.0
490,33.929416,-84.439354,0.0
491,33.929397,-84.439522,0.0
492,33.929031,-84.439985,0.0
493,33.928865,-84.440472,0.0
494,33.928781,-84.440953,0.0
495,33.928757,-84.441298,0.0
496,33.928538,-84.441416,0.0
497,33.928501,-84.441653,0.0
498,33.928129,-84.442018,0.0
499,33.928255,-84.442199,0.0
500,33.928485,-84.441841,0.0
501,33.928484,-84.442167,0.0
502,33.928590,-84.442494,0.0
503,33.928280,-84.442563,0.0
504,33.928198,-84.442845,0.0
505,33.928262,-84.443163,0.0
506,33.928378,-84.442808,0.0
507,33.928642,-84.442705,0.0
508,33.928978,-84.443065,0.0
509,33.929183,-84.443198,0.0
510,33.929421,-84.443100,0.0
511,33.929460,-84.442572,0.0
512,33.929405,-84.442268,0.0
513,33.929301,-84.442066,0.0
514,33.929759,-84.441982,0.0
515,33.929934,-84.442354,0.0
516,33.930231,-84.442577,0.0
517,33.930716,-84.442641,0.0
518,33.931162,-84.442532,0.0
519,33.931708,-84.442706,0.0
520,33.931896,-84.442487,0.0
521,33.931906,-84.442229,0.0
522,33.932056,-84.441979,0.0
523,33.932257,-84.441615,0.0
524,33.932576,-84.441477,0.0
525,33.932776,-84.441413,0.0
526,33.932865,-84.441715,0.0
527,33.932874,-84.442204,0.0
528,33.933331,-84.442890,0.0
529,33.933650,-84.442831,0.0
530,33.933768,-84.442600,0.0
531,33.934404,-84.442058,0.0
532,33.934715,-84.441882,0.0
533,33.934486,-84.441409,0.0
534,33.934712,-84.441152,0.0
535,33.934837,-84.440659,0.0
536,33.935035,-84.440192,0.0
537,33.934954,-84.440020,0.0
538,33.935030,-84.439925,0.0
539,33.934976,-84.439748,0.0
540,33.935066,-84.439653,0.0
541,33.935479,-84.439495,0.0
542,33.935944,-84.438950,0.0
543,33.936241,-84.438887,0.0
544,33.936340,-84.439498,0.0
545,33.936209,-84.439756,0.0
546,33.936309,-84.440283,0.0
547,33.936809,-84.440407,0.0
548,33.937218,-84.441142,0.0
549,33.937869,-84.442856,0.0
550,33.937813,-84.442580,0.0
551,33.937490,-84.441846,0.0
552,33.937279,-84.441355,0.0
553,33.937041,-84.440681,0.0
554,33.936699,-84.440316,0.0
555,33.936338,-84.440359,0.0
556,33.936262,-84.440185,0.0
557,33.936247,-84.439774,0.0
558,33.936330,-84.439516,0.0
559,33.936298,-84.438933,0.0
560,33.936005,-84.438908,0.0
561,33.935585,-84.439458,0.0
562,33.935096,-84.439686,0.0
563,33.934958,-84.439561,0.0
564,33.934799,-84.439243,0.0
565,33.934725,-84.438841,0.0
566,33.934616,-84.438625,0.0
567,33.934449,-84.438294,0.0
568,33.934616,-84.438054,0.0
569,33.934663,-84.437676,0.0
570,33.934972,-84.437447,0.0
571,33.935069,-84.437084,0.0
572,33.935289,-84.436917,0.0
573,33.935435,-84.436745,0.0
574,33.935518,-84.436522,0.0
575,33.935780,-84.436533,0.0
576,33.935776,-84.436673,0.0
577,33.935943,-84.436745,0.0
578,33.936747,-84.436357,0.0
579,33.936944,-84.435842,0.0
580,33.936790,-84.435092,0.0
581,33.936219,-84.435118,0.0
582,33.936099,-84.435032,0.0
583,33.935653,-84.434638,0.0
584,33.935103,-84.434377,0.0
585,33.934592,-84.434451,0.0
586,33.934446,-84.434647,0.0
587,33.934331,-84.434569,0.0
588,33.934230,-84.434096,0.0
589,33.934130,-84.433899,0.0
590,33.933912,-84.433854,0.0
591,33.933618,-84.434019,0.0
592,33.933589,-84.434297,0.0
593,33.933260,-84.434502,0.0
594,33.933308,-84.434761,0.0
595,33.933235,-84.434942,0.0
596,33.932586,-84.435137,0.0
597,33.932380,-84.435026,0.0
598,33.932275,-84.435357,0.0
599,33.932179,-84.435659,0.0
600,33.931696,-84.435732,0.0
601,33.931652,-84.435895,0.0
602,33.931575,-84.436038,0.0
603,33.931237,-84.436017,0.0
604,33.930865,-84.436608,0.0
605,33.930685,-84.437107,0.0
606,33.930402,-84.437449,0.0
607,33.930343,-84.437997,0.0
608,33.929981,-84.438163,0.0
609,33.929612,-84.438766,0.0
610,33.929591,-84.439169,0.0
611,33.929425,-84.439357,0.0
612,33.929403,-84.439531,0.0
613,33.928930,-84.440324,0.0
614,33.928834,-84.440849,0.0
615,33.928777,-84.441296,0.0
616,33.928551,-84.441372,0.0
617,33.928526,-84.441645,0.0
618,33.928152,-84.442091,0.0
619,33.928169,-84.442197,0.0
620,33.928012,-84.442297,0.0
621,33.927955,-84.442898,0.0
622,33.927772,-84.442663,0.0
623,33.927340,-84.443218,0.0
624,33.927138,-84.443211,0.0
625,33.927110,-84.442838,0.0
626,33.926911,-84.443322,0.0
627,33.926713,-84.443521,0.0
628,33.926532,-84.442996,0.0
629,33.926557,-84.442551,0.0
630,33.926880,-84.441712,0.0
631,33.927048,-84.441286,0.0
632,33.926854,-84.441301,0.0
633,33.926763,-84.441419,0.0
634,33.926744,-84.441599,0.0
635,33.926439,-84.441571,0.0
636,33.926205,-84.441415,0.0
637,33.925932,-84.441784,0.0
638,33.925824,-84.441483,0.0
639,33.925736,-84.441076,0.0
640,33.925537,-84.440974,0.0
641,33.925312,-84.441140,0.0
642,33.925184,-84.440716,0.0
643,33.924887,-84.440255,0.0
644,33.924524,-84.439906,0.0
645,33.924364,-84.439937,0.0
646,33.924374,-84.440127,0.0
647,33.924566,-84.440616,0.0
648,33.924234,-84.440867,0.0
649,33.923947,-84.441007,0.0
650,33.923665,-84.440929,0.0
651,33.923373,-84.440377,0.0
652,33.923192,-84.440303,0.0
653,33.922835,-84.440370,0.0
654,33.922508,-84.440183,0.0
655,33.922523,-84.440021,0.0
656,33.922299,-84.439994,0.0
657,33.922160,-84.440148,0.0
658,33.922499,-84.440533,0.0
659,33.922534,-84.440786,0.0
660,33.922397,-84.440938,0.0
661,33.922103,-84.440833,0.0
662,33.921618,-84.440422,0.0
663,33.921248,-84.440283,0.0
664,33.920882,-84.440527,0.0
665,33.920768,-84.440849,0.0
666,33.920779,-84.441163,0.0
667,33.920570,-84.441391,0.0
668,33.920386,-84.441567,0.0
669,33.920375,-84.441777,0.0
670,33.920568,-84.442210,0.0
671,33.921018,-84.442376,0.0
672,33.921027,-84.442577,0.0
673,33.920649,-84.442616,0.0
674,33.920388,-84.442400,0.0
675,33.919927,-84.442346,0.0
676,33.919773,-84.442691,0.0
677,33.920030,-84.443206,0.0
678,33.919801,-84.443427,0.0
679,33.919642,-84.443713,0.0
680,33.919547,-84.443800,0.0
681,33.919492,-84.443984,0.0
682,33.919697,-84.444203,0.0
683,33.919741,-84.444328,0.0
684,33.919475,-84.444629,0.0
685,33.919484,-84.444981,0.0
686,33.919705,-84.445253,0.0
687,33.920222,-84.445154,0.0
688,33.920423,-84.445337,0.0
689,33.920114,-84.445618,0.0
690,33.920161,-84.446079,0.0
691,33.920297,-84.446165,0.0
692,33.920495,-84.446104,0.0
693,33.920593,-84.446243,0.0
694,33.920525,-84.446387,0.0
695,33.920709,-84.446691,0.0
696,33.920773,-84.446411,0.0
697,33.921011,-84.446180,0.0
698,33.921664,-84.446079,0.0
699,33.921920,-84.446079,0.0
700,33.923260,-84.444484,0.0
701,33.923619,-84.444225,0.0
702,33.923839,-84.443728,0.0
703,33.924114,-84.443519,0.0
704,33.924639,-84.443615,0.0
705,33.925360,-84.443885,0.0
706,33.926070,-84.443787,0.0
707,33.926591,-84.443801,0.0
708,33.926732,-84.443767,0.0
709,33.926788,-84.443447,0.0
710,33.926898,-84.443388,0.0
711,33.926997,-84.442961,0.0
712,33.927164,-84.442852,0.0
713,33.927160,-84.443275,0.0
714,33.927397,-84.443170,0.0
715,33.927746,-84.442752,0.0
716,33.927868,-84.442881,0.0
717,33.927965,-84.442798,0.0
718,33.928057,-84.442324,0.0
719,33.928139,-84.442269,0.0
720,33.928274,-84.442180,0.0
721,33.928380,-84.441930,0.0
722,33.928490,-84.441893,0.0
723,33.928467,-84.442168,0.0
724,33.928572,-84.442476,0.0
725,33.928456,-84.442538,0.0
726,33.928259,-84.442551,0.0
727,33.928236,-84.442800,0.0
728,33.928198,-84.443055,0.0
729,33.928284,-84.443141,0.0
730,33.928341,-84.443003,0.0
731,33.928445,-84.442780,0.0
732,33.928669,-84.442737,0.0
733,33.928912,-84.442951,0.0
734,33.929074,-84.443188,0.0
735,33.929394,-84.443110,0.0
736,33.929386,-84.442658,0.0
737,33.929471,-84.442467,0.0
738,33.929301,-84.442093,0.0
739,33.929625,-84.441934,0.0
740,33.929837,-84.442070,0.0
741,33.929929,-84.442342,0.0
742,33.930237,-84.442554,0.0
743,33.930694,-84.442607,0.0
744,33.931176,-84.442581,0.0
745,33.931704,-84.442703,0.0
746,33.931891,-84.442482,0.0
747,33.931879,-84.442252,0.0
748,33.932058,-84.441974,0.0
749,33.932291,-84.441606,0.0
750,33.932575,-84.441500,0.0
751,33.932707,-84.441365,0.0
752,33.932845,-84.441474,0.0
753,33.932820,-84.441694,0.0
754,33.932891,-84.441858,0.0
755,33.932877,-84.442208,0.0
756,33.933286,-84.442853,0.0
757,33.933631,-84.442884,0.0
758,33.933740,-84.442639,0.0
759,33.934379,-84.442066,0.0
760,33.934718,-84.441891,0.0
761,33.934480,-84.441431,0.0
762,33.934569,-84.441227,0.0
763,33.934706,-84.441139,0.0
764,33.934826,-84.440760,0.0
765,33.934925,-84.440422,0.0
766,33.935068,-84.440142,0.0
767,33.934955,-84.439995,0.0
768,33.934972,-84.439788,0.0
769,33.935068,-84.439608,0.0
770,33.935322,-84.439643,0.0
771,33.935598,-84.439366,0.0
772,33.935924,-84.438994,0.0
773,33.936179,-84.438891,0.0
774,33.936269,-84.438984,0.0
775,33.936265,-84.439185,0.0
776,33.936292,-84.439547,0.0
777,33.936203,-84.439796,0.0
778,33.936273,-84.440289,0.0
779,33.936432,-84.440360,0.0
780,33.936666,-84.440370,0.0
781,33.936971,-84.440612,0.0
782,33.937306,-84.441555,0.0
783,33.937848,-84.442542,0.0
784,33.937829,-84.442771,0.0
785,33.937532,-84.441940,0.0
786,33.937235,-84.441350,0.0
787,33.936986,-84.440631,0.0
788,33.936628,-84.440350,0.0
789,33.936354,-84.440342,0.0
790,33.936250,-84.440173,0.0
791,33.936244,-84.439918,0.0
792,33.936235,-84.439713,0.0
793,33.936308,-84.439562,0.0
794,33.936302,-84.438944,0.0
795,33.936034,-84.438906,0.0
796,33.935517,-84.439498,0.0
797,33.935103,-84.439664,0.0
798,33.934960,-84.439726,0.0
799,33.935025,-84.439926,0.0
800,33.934948,-84.440046,0.0
801,33.935040,-84.440227,0.0
802,33.934810,-84.440685,0.0
803,33.934680,-84.441183,0.0
804,33.934539,-84.441224,0.0
805,33.934472,-84.441440,0.0
806,33.934690,-84.441889,0.0
807,33.934369,-84.442114,0.0
808,33.933734,-84.442649,0.0
809,33.933587,-84.442842,0.0
810,33.933284,-84.442883,0.0
811,33.932915,-84.442328,0.0
812,33.932855,-84.441774,0.0
813,33.932806,-84.441459,0.0
814,33.932594,-84.441426,0.0
815,33.932280,-84.441659,0.0
816,33.932030,-84.442041,0.0
817,33.931864,-84.442275,0.0
818,33.931893,-84.442532,0.0
819,33.931785,-84.442677,0.0
820,33.931656,-84.442688,0.0
821,33.931294,-84.442637,0.0
